Text,Class
"Хочу чтоб в Новогоднюю ночь пошёл снег.... Где вообще старая добрая, морозная, снежная зима!!?? Мне тебя так не хватает :(",2
"@annsemera У нас,вроде,не завышают цену в кинотеатрах...или...я давно на новогодние праздники ходила,кроме ""Черной молнии"" ничего не было:D",1
@blackthorn_g Визжу на ультразвуке 😍,1
@uli_chh умерла,2
"@LenaWatermello не успел сказать тебе да
пошел я нахуй тогда",2
@kemmi_10 какие нахер испанские? Стопроцентные каталонские цвета)),1
"Я бы сейчас с какойнибудь командой сыграла, но видимо не дано(",2
"Пошёл за булкой в магазин 
Ради неё можно хоть на край света",1
@desveryy Я только села,0
@AN_808080 @leon_elk @russiaspeaks А продавца инфы отпустить Он ведь просто журналист)),0
"@MargoMargarit .Я впервые в таком положении. Пригласили серьёзных людей. Есть нечего. Он - человек глупый. ©
Любимое место :))",1
"RT @hacipyxot: фак, apt подсдох %) не хочет apt-get update делать. вернее, делает, но виснет с надписью ""99% """,1
"Названы 30 лучших хорроров за всю историю кино:
https://t.co/9NXKFhTeHO https://t.co/07fve1z1Ju",0
@taessst мы с тобой тоже пока.......хуйня какая то,2
увидела видео где чонгук ест лапшу захотела дошик.............,1
Я не хочу учить стих ! Ведь я ленивая жопа :(,2
@Ryabceva00 где именно стоит а то мне на тренировку ехать в сторону юбилейного ),1
"Как думаете, что будет если я так сфоткаюсь https://t.co/IbLDSQJxVb",0
"У погоды сегодня явный гормональный сбой - непредсказуемо то плачет , то смеется :)",1
"@Ksu_Lushnikova вдруг потом посмотрят, а записи нет) не хочу обидеть)) :D хоть мне и не нравятся записи такие, и человек мне никто, но жалко",1
Надо вес гонять...( http://t.co/LWOIrizJAx,2
"А вот уже наш с @freetonik подкаст ""Философия программирования"" и в iTunes, правда пока почему-то нету лого( https://t.co/RwqZ5RABQw",2
почему сырниками все проблемы в мире не решаются,0
"@olezhest Не грусти, завтра день будет лучше 😏",1
"@cobakapavlova Вдвойне приятно:) Кстати, фото Ноэла из сегодняшней статьи в Rolling Stone не твое случайно?",1
"@ualsvit1 Это взаимно, дорогая💕",1
@lonelyeyesss ....бог ты мой https://t.co/fdecshhPO8,0
"уведомления приходят, а текста не вижу. 🧐",0
@woowoohan Ты куда собрался?,0
"RT @jilyxyjores: Выключил приставку до окончания матча, так она мне техническое поражение засчитала: 3:0. Коварство :)",1
"я настолько конченный, что купил гречку с доставкой от перекрёстка.",0
Я надеялась на то что для меня ты всегда останешься п*здатым другом(((,2
Мои мир🙃,0
Большой завод в красноярской тайге мирно уживается с природой https://t.co/ugC134FvMf,0
"Зато в виртуальной жизни меньше предательства(((Обидно, но это так!",2
@ukrominion добро пожаловать в дипресю 🎉,2
@NotSpeakWithMe вижу деда,0
"Когда выкладываешь себя в маске в сторис, тебе пишут⬇️ Так меня ещё не называли - bank robber😆 https://t.co/F3cvCFcCZH",0
@hf8p0M62oextFUG Не ну против Эрейниона в сиблингах ничего не имею,0
"Мне тоже стало интересно) — зеленый такой темный, чуть в изумрудное и красный такой чтоб по глазам бил http://t.co/Q6s2sykNKb",1
"да, знакомтесь, это мой муж, мой старшенький, мой котёночек, мой макнэша, моя вселенная https://t.co/9dmW564vrM",0
"""Академию хоккея им. Б. П. Михайлова"" пополнят игроки из Северной Америки https://t.co/ql5CbdYeQz https://t.co/jO5jw3jFDK",0
@nomoremax @dolboeb_ka Да потому что там всего 5 пунктов😐,0
"@Julia_442 да так,ничего)О,мне пора идти,Дила ждут приятно было побеседовать,до скорых встреч)))",1
@tataryluchshie а что сказала лиам😲,0
@ne__bulochka__ Хмммммммммммм. Не знаю.,0
@oohvante лиз какова хуя,2
"@GreeMJOletoy ну вроде хоть осмотр провела... Ждём ещё час, только непонятно, чего ждём( пока Анька не родит у нас на руках видимо",2
Я даже не поцеловал ее в последний раз из-за ебучей пандемии,2
@urinstantcrush набор победителя,0
"@artdor ты абсолютно прав! Варю все любят, только я как назло не имею сейчас возможности с ней быть - работа замордовала( но надеюсь пройдет",2
@emoygol Мне одной животик нравится больше по всем параметрам??,1
"@Ullyssas Сколько седыми из леса вышло?
  А сколько не вышло..",2
@GenichK А в первом круге Бетис играл на Бернабеу на равных((,2
"@Radio_BFM стартап значит
замутить решил
годно",1
"@kpopdoran @lolseji ПОДРУГА, ТЯЖЁЛАЯ АРТИЛЛЕРИЯ-ЭТО КОЛИЧЕСТВО ТВОЕЙ ПОДПИСОТЫ...",2
"RT @NickaVorobyowa: подруги увидели фото Марсами им понравился только Джаред.
и тут :-) я захотела :-) убивать :-)",1
@AChepelenko Вполне себе годная шутка,1
"Кас считает Джека своим сыном...
Джек считает Сэма, Каса и Дина своими отцами.....

меня морально не стало",2
"@Zhra2012Zhra @Telemaster68 А они, по ходу, при каждой маломальской проблеме, тянут новые.",2
@BJ_macaron @GreenBucket3848 @teffecy Аватарки в этой ветке теперь тоже выглядят как армия клонов,0
@jitsu_twt я задумалась над твоей способностью к философии,0
Новый альбом @CAKEBOY132! https://t.co/mZHaz86uRE,0
"@_valera_valera ЛЕРА, надо ко врачу. Мне страшно за тебя 🥺",2
Кажется моя подружка посмотрела жожу,0
"@navalny Чего вы там хотите? Перемен? Не, у нас тут чувствуется ощутимость, приходите позже🖕🏼 https://t.co/p6VeqWbQrD",2
"КАК ЖЕ Я ТЕБЯ ПОНИМАЮ.....
ловлю гейскую панику из-за вэл вместе с ней https://t.co/kOYcujbgHH",2
@chikibammasha Это звучит как идея для видео 🤣🤣🤣,1
@dangerousfag Это социальный конструкт,0
"знакомый написал, что Джоуи Джордисон ушёл из группы! я вообще не в курсе, вот что значит занятая, даже новости полистать некогда((",2
@fokctrot @VeteranOMON 1 сентября им директор школы руки поотшибает,2
"@kpru Маски появились, надо продать? А листовки, на выборах, бесплатно раздаёте! Катись к чёрту, упырь едросовский!",2
"Утесов - из кинофильма - Веселые ребята. - Сердце, тебе не хочется покоя.",0
вот по этой причине https://t.co/2piRqsYiRk,0
@thefoxility Оооо либераху порвало,0
я не специально(нет) https://t.co/cWU44TNapH,0
"Что??? Нечего почти не твичу и нарушила авторские права?
Это как и где? Чисто любопытно🤦‍♀️ https://t.co/kRRVUK6da0",2
@_UrfinJuice_ А разве не в Краснодаре игра?,0
@isangtoyourmom хорошо главное не выгори!!!,1
@yellingbun @cucogodfather АХАХХАХА ТОЖЕ СГОДЯТСЯ,1
"@murph_kane @Koganoah Оя, это было вкусно! Ооочень вкусно. Но чёртов фикбук сновы вылетел и я не смогла оставить отзыв!",1
"Когда я увидела бабушку-ведьму в метро, я почувствовала, что день будет плохим, ан нет, всё по-прежнему прекрасно)",1
"sm&amp;gt; напомни, как называется: фотка, вокруг черная рамка, а внизу - надпись?
au&amp;gt; некролог?
sm&amp;gt; не.. (
au&amp;gt; демотиватор?
sm&amp;gt; ДА!",2
@cliquewhoo красный,0
"я так хочу спать, вы даже не представляете 
да, я легла в 5 утра, но блин, трудно лечь в 12, когда ты проснулся в час дня :с",2
@samwinchestersu понятно..,0
@Snape196009 А мама знает об этом?,0
"@goodzy_d боже, ты же лег только часа 4 назад :D
Доброе ",1
"В школе ловит вай-фай. Вышла на уроке вк, полкласса в онлайне х))
#вай_фай
#школа
#вк",1
@region38nord Даже читать стрëмно,2
@nihilist_dream Заставляешь меня обновить тви да🗿,0
мне нужен гайд как стать интересной твиттерской,0
@thejewellersh @KEK_Enot мммм вкусно то как,1
@sfinks333 @Search_Veritas @LOOK987 А кто смеётся?,0
@twt_bts_______ @BTSTRAXHITE что это не она,0
@maxim_nm И пятен жёлтых не заметно...,0
"на улице свежий воздух,дышала в полную грудь;)не всегда так бывает",1
"@_gahallan Какой пиздец там творится, думала подписаться чтоб не потерять и смотреть инсайд но просто АААА",2
"Бавария в итоге сколько, десять забьёт?",0
@_TAMOTO_ АААААААА КАК МНОГО СМЫСЛА❤️💖💕💕💖💕💕💘💕💘💦✨💦✨💦💦✨💝✨💝✨💝✨💝💖💕💖💕💖💝💦💦💦💦💦,1
"@ninjinneko хм, интересно, про кого ты... а я его знаю?",0
@goinkokopub ай свер ту гад https://t.co/puI03U6wRN,0
"@liroslavna какой кофе, сейчас полпервого ночи!!",2
@nevostruev_vb Дык фотошоп же,0
@baby_miniii хорошо ☺️,1
"@cute_x_cherry та нет, много есть. как-то не хочется читать почему.",2
@moldovski_ А можно никак,0
"@yachrisblyat чан рыдает, только по причине что у него беды с сэлкой",2
@TaLa_0402 @matreshka_07 Ирис 👍,1
"«Не понимаю, как это можно пережить?»: в Киеве 30-летний мужчина стал жертвой коронавируса   —  Ретвит √
https://t.co/Dvb9USnaaB",2
"В Псковской области создадут военно-мемориальный комплекс

  https://t.co/0STv60GuLR",0
@Lina_ZanoZZZa Можешь вынуть батарейный блок и не лохматить бабушку.,2
Пропадись всё пропадом.,2
"@back_dead19 Скину своего кота, чтобы привлечь удачу https://t.co/GiU0hstnCh",1
@aravak @blisch А кто вызвал?,0
"@nigroll я просто видел фирму (и не одну), где все мотрудники - ФОПы, а сама фирма - директор и бухгалтер.",0
@ru_stats @vlad_zima Для ЦСКА🔴🔵,0
кайф https://t.co/T1CNdAbREm,1
"@rebelliondean Нет :D сейчас уже на учебке в школе,в столовке в очереди стою :D а ты чем занимаешься?",1
"Закрыть все открытые приложения на планшете Samsung Galaxy Note 10.1, модель GT-N8000. https://t.co/EXQpj0pL93",0
@Shevvaaa зай сделай мне умоляю😭😭😭😭 https://t.co/GDCSs2Ykkd,0
@jksbabyboo сама рот закрой я не псина чтоб слушаться,2
@farewell0821 я понимаю тебя мы должны держаться вместе😩,1
@hwang_rinnie ЧТО ИМЕННО,0
"Хочу большую и пушистую ёлку, такую, как была у Гарри)))",1
"я выучил басню на литературу, но не смог ее рассказать, потому что у меня боязнь аудитории и сцены :-)",1
Куда пропал Закревский? Забанили или запрятали?,2
"@Sleepy_StudenT @Gagatun Ходил в кино .Такая шляпа)) Много бреда ,феминизма и концовка шляпа полная .",2
RT @sihixenomode: Понедельник суицида на http://t.co/irhgkPZvMW! :),1
"Сказать, что я ахуела, ничего не сказать.
Приехала домой, а тут меня ждал неожиданный сюрприз, брат сделал перестановку, а Алина убирайся:(",2
@Wizard_Severus Шутки из Аншлага подъехали,0
"@AmGayStopp шо за скидки, на энергетик надеюсь???",1
"как дальше жить? как дальше быть? как мне любовь твою забыть? ведь я скучаю,люблю и понимаю-милый, я без тебя умираю...( ",2
"Так мило, когда парень место уступает) #добро #утро #радость ))",1
Псалтырь Валаамского монастыря слушать онлайн Полная Псалтирь https://t.co/sURBqz0jPH с помощью @YouTube,0
@jgannii я счастлив🥰,1
Защитила курсовую... Выступила хреново мне кажется -_- Остается ждать оценки ((,2
"блин, скучаю по листям",1
RT @VarvarkaVp: @NatClapton ахаха праздновать грусть)) это наверно очень эффективно ,1
"утром, первым делом я убираю кровать, чтобы она не дразнила меня своей мягкой подушкой и теплым одеялом) ",1
@_bakana_ ты угадал,1
Аеее сегодня международный день футбола :) с праздником нас :))),1
"Хочу шо нить такое жареное, сочное, острое https://t.co/sS1z6pA32X",1
"Абсолютно точно доказано, что песня ""На теплоходе музыка играет"" иг... — Ахахах)) это не вопрос, правда но зачетно) http://t.co/L3T6O2VVWC",1
@arichok_ Жиза,0
"@ciyied дааа, жаль мало прям(",2
"Мои собираются на работу и меня разбудили,теперь заснуть не могу(",2
@uriyana_yuku сосочки такие 😍 очень люблю твою динамичность поз!!,1
@MissisARMY1 А что с ним?,0
Что лучше бутылка пива или валерианка,0
"Хочу пааааабчик сыграть, на Фурке каком-нибудь, бараки побить(",2
"RT @ananassssa: @AlinaN30STM 
Хэйхээй, с днем рождения тебя, будь счастлива!  :)",1
Все мы - совершенны. И все ситуации в нашей жизни - совершенны.,1
"@RT_russian ахаха да, ну надо что-то сказать))
как же хочется нового президента, путло мерзкая тварь",2
эта талия??,2
да сладкий я тоже считаю что уведомление от спотифая очень интересное https://t.co/AdprbqqmJ0,1
"Ну, это же не нормально, что я все время пишу. Мне просто нужно проверить, действительно ли он напишет мне или все это напрастно",2
"мама согласилась с подарком, но папу я наверное не смогу уговорить( ну почему у меня папа такой настойчивый, что никак не уговорить :(",2
@2011vmalk @8Wedma Прячутся! https://t.co/y84CAgtYjB,0
Закрыл очередной золотой стол и заработал 3500 ЕВРО! Разгоняемся! :) http://t.co/alP9uSt4BF,1
@smertkozlam Кофе натуральный и только чёрный)),0
Жизнь даётся один раз и каждый гандошит её как может,2
"@dashanekuri @KarsukBarsuk что есть, то есть 😋",0
Видео из ЦИК: силовики общались с Тихановской до отъезда https://t.co/XYXTO8kYLI,0
"Степень скучания по Новосибу, его бляцким кабакам и братюням достигла пика 😭",2
Что в имени тебе моем: почему у Ремарка необычное второе имя? https://t.co/oP8pShoh4K,0
"Я каждый день после занятий:
#фикбук https://t.co/nfRz8eSPBm",0
"@Maharinsky @tsipor_dror Порядок тоже был. Причем как больничный распорядок, так и внутри были свои групки, свои негласные правила.",0
Пересматриваю Бойцовский клуб. Там че Джаред Лето снимался в эпизоде?,0
@Sweet_Satan Все куда более прозаично хд.,2
"Не будьте жестокими, дайте ""в"" и ""смысле"" пообниматься https://t.co/rTj5s3QIyD",0
"Я лох, в диктанте по английскому написала все слова, но сделала походу две ошибки:( А так была во всем уверена :(",2
За мной пришла Полиция. 13.09.2020 https://t.co/HErAthtcUj через @YouTubeз,2
"ну, ничего нового, да, руби? https://t.co/ZpsXRX4Arl",0
@epsel31 красиво живешь,0
Я лучник света в батле тьмы,1
"ты что ахуела ? — А ты часом не ахуела ?
Вообще не палишься,ебанько подай патрон ,ахахах :D
Пшла нахуй от сюда http://t.co/Dt6SN47eWK",1
"Егор?! Самый завидный ""жених""?! У нас в классе?! Ажвыоцтвхатк:D",1
Может шлюху трахнуть я не знаю что делать мне нужно поебатся,0
@classicbrassic а так и после концерта можно,0
@DepGorHozSamara @MP_Blago63 @promadm Провал на тротуаре по Ново-вокзальной у спидценра? https://t.co/OMUzpxMuCX,0
"Годовщина перенесена на месяц вперёд, потому что так надо.",0
"слушать выпуски юмераджи типо 
нихуя не понимаешь что они говорят но сидишь так задумчиво как будто понимаешь",0
"@pyrokinezis нет, только глагольные аабб, а ты не завидуй",0
я хочу все карточки Джейда из ивента или проще потратить на нужные ресурсы материалы: очередная гача дилемма,0
еще поспать или не стоит,0
"@col554 Отличное фото, оно кажется объёмным)))",1
"Нашла у себя огромный плакат с Наруто, простигосподи https://t.co/W6T0sQhADH",1
Крымский флот проводил весну с прибавкой https://t.co/Lnb2XgiMy8,0
"И вообще оказывается, что это была собака https://t.co/aNK8D5XGH7",0
@NVIDIAGeForce @CP2077Countdown @DimaSmelov6542 КИБЕРПАНК КРУТО!,1
"Хотел поиграть по сети в битву за веснот, пишет ошибка синхронизации:( что делать?",2
БЛЯЯЯЯЯ ВСЕ Я ПЛАЧУ https://t.co/uO7rZR1dTB,2
"RT @redhot4ili: Директрису школы, лесбиянку, раздражал учитель физкультуры, у того была крепкая семья и трое детей. Уволила она его.( http:…",2
Войлочный хэндмэйд плед от белорусского дизайнера за 480$. Тяжело быть бедным студентом:( http://t.co/8pcsH0Nbky,2
"@belogolovcev Группу, где начальные буквы стран составляют слово БРАК, изначально готовят к сливу... )))",1
Как думаешь как легче сдохнуть? Жить в позоре или вылететь из окна?,2
@cherrbllos Оао какой классный косплей🤩,1
Настроение просто отличное) еще один урооок и домой:3 http://t.co/pN7hOEGT8A,1
"Уф, вот это был выпад😀 я не могу сформулировать это достаточно хорошо сейчас ибо я снова словила солнечный уебак но хаха похуй",1
"На кого больше всего надеялась, тот и не поздравил... Вот такой день рождения... А в остальном - супер)...",1
"всем привет.
Хочу увидеть оранжевое небо! Хочу и всё тут... а нету ""(",2
"лучше бы мы учились честное слово я не хочу делать еще одну практику
еще и это дпо логопедия",2
"я хочу чего-нибудь сладкого но надо идти на улицу... 

У ВАС ПОЛЧАСА",0
Дочитал стоун оушен до самого самого конца. https://t.co/OxrsJj7g8S,0
@consciencewall ХХАХАХАХАХАХЫДДВЛАДУЗВЗУ БЛЯЯЯЯЯЯЯТЬ Я ТАК ЗАРЖАЛА В ГОЛОС,1
Как вы думаете? https://t.co/yS1YT74e0c,0
@Marishka1970 А ты догадайся?,0
"@RomaVolkov_32 @severinina3 ПШЛИ ОТСЮДА(((
НЕ ДРУЖУ С ВАМИ БОЛЬШЕ",2
Завис чет,0
@ShirobokovaSony @auie09 нет! вы реально хотите идти в такой пидарок на улице? O_o по мне так лучше дома посидеть -_- нежели в теплушке!!,2
"Все собираются, а Саша сидит в комнате с малым (",2
nailya1988 где холодный ветер???к нам в окно идет только духота с улицы и полнейший штиль(,2
@_vaskerr Я нэжно,1
Джузо мне нравиться всё больше и больше https://t.co/pCTCO4BLMq,1
"@arishaasun спасибо, аришка ♡♡ 
ого вау 😳 да пока мне нравится, интересно что будет дальше ...",1
Славо богу #Арбеково славится скоростью мобильного интернета. Алилуя)),1
@dolly_6ll3 МАШ МЫ НЕ ПРОРУБИМ ДЫРКУ В ЗЕМЛЕ МЫ НЕ ИЛОН МАСК,0
"@minuteness это обязательный момент моей работы. Почти факт,к сожалению.(",2
"""голодные игры? это что за фигня? там, где про кольцо?"" :DDD вот тебе и работаю с технарями!",1
"Кумагава Мисоги
Как же я его обожаю https://t.co/7D70EnQ60f",1
"5 экспертов — 5 красавцев 💪

Больше прогнозов наших экспертов тут: https://t.co/QZ4v2IdrfK https://t.co/pEQUVHzK01",1
"@jkkaklife вот закончат болтать и лягут спать, станет лучше",2
@sonechkashinobi Бань,2
Только что опубликовано фото https://t.co/c800Ekxmel,0
прикольно)) три твита подряд от разных людей и все про нашего любимого физика),1
"Больше всего я боюсь, что в колледже в моей группе будет человек 10 от силы!((я ж там затухну!!(",2
@qoolseal оаоаоаоао ваууу😍,1
@Parilka_ @ikairika Вместо кошки я завёл бы дома рики тики тави),0
"Два часа бесполезных комментариев от Долгополовой, лол
простите :(",2
"а если не подняли или уволится папа, мне нужно будет свалить в другой город. подождать с кредитом и тд",2
@AndLifeHaveGone Чего...,0
@Vittorio_Nora чмоки!,1
"@_seven__eleven все в порядке, ты не должна извиняться, я просто удивилась и посмеялась",1
@poranesio это гениально💁,1
@DurdomOnline Придуриваются и зубы заговаривают.,2
"Подумали с мамой, что пока все гости придут можно выпить",0
@youngdragoon СОГЛАСНА,0
@sironsia по призванию би походу я,0
пойду переслушаю антарес в стопятьсоттысячный раз,0
@Nik_nastena поставь себе Линукс и забудь про синий экран смерти Виндовс ),1
@SlepIlya Облиться прохладной водой.,0
@14eur @NickLaLaLand1 коренные,0
@azicrowlover @AveMaterDei Я не буду отвечать на этот вопрос.....,2
@deadjane666 Бывает!,0
"@Chicot_1er @v_tretyakov я думаю, что в стране мало дебилов, которые смотрят",2
"В гроде песчаная буря и дым.
Вокруг города горит лес и посёлки.",2
#сегодня День таможенной службы Республики Казахстан),1
"@grum_grum19 @navalny А есть дураки, которые это купят? Дай адрес. Мне тоже кое что продать надо.",0
Я оценилa городскую новинку «Москва запустила туристический портал Russpass» в проекте «Активный гражданин» https://t.co/xgd1rqObK2,0
"RT @richard_dielone: @AE_belyaeva 
В следующем полугодии расскажу секрет о том, из чего состоит углекислый газ с:
Ты в предвкушении?)",1
когда я говорю что чонхо король вокала я не вру а говорю лишь факты  https://t.co/bOz1PdwrZh,0
"На работе дали выходные до понедельника, аааааааааа 🎉🎊🎇🎉🧨🎆🎈✨🎊🎇✨",1
"@AlekseyRao я вот убираться сейчас буду,потом пойду готовиться к обществу,ну как готовиться,прочитаю учебник )",1
@simple_story Читай-город позволяет до 25% отбить. Хожу к ним щупать книги в живую и заказываю через инет),0
Хорхогондоо https://t.co/BxNusCsSw2,0
"""@Solovei503: Если чувствуешь, что законы аморальны, то их надо нарушать."" хочу нарушать)",1
"ПО ОКОНЧАНИИ ТУРА! Турнир претендентов 2020. 6 тур, обзор 🎤 Владимир Федосеев ♕ Шахматы
https://t.co/AaUM23DzOT",0
"ну, как бы... зачем все так усложнять https://t.co/WWjW1PMFYX",2
Ужин)) #мсье #гурман #клешни #ненуачо #четверг #декабрь #вкусняшка #буржуазия http://t.co/xgWlKofDlR,1
"даже обидно,что простой ,необоснованный игнор(",2
@nikitonof @helsing_genocid @try_to_wake_up @noga_introvert Ааахаэаэаээаэаэаэахахахахаха,1
"@_RaisaD пиздос Я НЕ ЗАДУМЫВАЛАСЬ ОБ ЭТОМ ТАК
ну че бля в лео кидать что ли)",2
@0Ohayou БОЖЕ ИЗВИНИИ,0
"@McLBeatles хочу скоро инет сделать на телефон,дабы на некоторых уроках в тви сидеть:D",1
Они такие прекрасные https://t.co/6J5289uKRx,1
"@Mariya_Tory У нас пропускной режим с понедельника, вообще не представляю, как что будет с интернетом",2
нет такого настроения чтобы делать сейчас уроки(,2
"Монитор домашнего компа кажется огромным, какой кайф, а какое быстродействие!",1
как вам новые обои https://t.co/G0hLGCaOpY,0
@RunDuckling Неужели в ГДР нет жилья,2
@_Oleg___983_ У моей тоже есть. Сидит без работы и денег.,2
"@K1dNaked согласна.Но она должна быть в меру.Иначе уже это будет склоняться к ""шлюшевству"")",1
@Donce1985 Ваще отличный вариант,1
@blayrie @kami034ro ты забыла про карбонару ещё ее ешь,0
"накипело уже, я не кайли дженнер чтобы оплачивать себе дополнительные гигабайты, но я все равно их покупаю потому что по-другому никак.....",2
@63media_ru Так кто нарушает ?,0
кому ты заливаешь https://t.co/DkBy4It655,2
"Масти нет в школе. Все очень плохо. Мы не поржем над маглами. Выздоравливай,Драко:)",1
@marygeneralova Алкоголь,0
"@pumpkin_mars а мы украшали класс и я только пришла,уроки я тоже не сделала и наверное не буду..Тут мы с тобой оба распиздяи:D",1
"Правила оказания медпомощи хроническим больным утвердили в Казахстане

https://t.co/mhWVbLn5Jn",0
"Голова болит, а Лидия Августовна не разрешает выйти(((",2
Пиздец в комнате двадцать шесть градусов я сейчас рипнусь,2
@Telemaster68 Хороший бизнес без вложений,0
"@volchya_yagodka Лучше бы за стеной так играла скрипка, чем как у нас грошевый бордель😁",2
"Бляяяя мама посадила меня работать на ее сайте, нужно звонить незнакомым людям
Моя социофобия вышла нахуй из чата",2
Хочу быть Юрой Ивановым.,1
Кто нибудь пожалуйста спасите меня он такого количества дз,2
"В феврале французская ""Красавица и чудовище"". Нравится новое лицо в роли Белль. Не нравится затасканный Кассель. Другого актера нет?((",2
вообще я думала что у неко наколенники пристёгиваются к трусам😭,0
"я час назад ела, опять хочу",0
"RT @ElisabettStyles: @Crazy_weirdo_ собираюсь пойти на фильм только ради тебя, не мешало бы лишний раз полюбоваться "" злым"" Пашей)",1
"Аня и Марина буллят меня за любовь к Буго
БЕСПРЕДЕЛ",2
"*резко встаю с кровати*
мои глаза:я конечно все прекрасно понимаю, но ты блять ещё раз резко встанешь я тебе въебу",2
@hzn_pedro одиноким*,0
Я типо 😶🕯️🌷,0
@I__love_Yoongi_ @tokyo_redf ну матик это хуйня ебанная,2
"И ещё помимо новосельчанина , живут 2 собаки и ещё кот",0
"@zatichka1 господи засмущали ну что же вы творите,,,,💞💞💞",1
"@yurvaga @prof_preobr @insdbrk1 Как раз в этой деятельности смыслит, судя по сумме. А вы о чем?",0
"RT @EuropaPlus: Вот она, суровая правда! :) http://t.co/rf2Anus1NA",1
"@mandarinka_ms, вполне ничего) Приятный:) Особенно тем кому вообще медь нравится:) Мне как металл и цвет - нравится:)",1
