Text,Class
"Делаем ставки, во сколько я завтра проснусь 🙃🙃🙃",1
@Nickolas_Grin Похвально от стопгейма,1
@txtinmyheartu вауу ты такая целеустремлённая😼,1
@drunktwi Как похорошела жена Реввы при Собянине..,1
"@Supernatural713 Показалось, что я чокнулась и мне уже мерещится текст этот, ибо раз 50 слушала это сегодня",0
мне приглючился чей-то крик и я чуть не грохнулась пока шла.,0
@fix_tix ТЫ ВСЕ ЕЩЕ НЕ ПОСМОТРЕЛА?? ОННИ Я ЩАС РАСПЛАЧУСЬ(((,0
@JackAliveee что там я в чс,0
"@GoldenReferee Стесняюсь спросить, что ты собираешься там делать 👀👀👀",1
@edrnsk Он мне никто но объективно кто он и кто вы? Не сравнить,0
"Возобновил прохождение Dying light The Following, не помню почему забросил, но она очень крутая и медитативная",1
Так. Смотреть только на своих котов,1
"""А не запаришься?"" — спросил Паша, когда я напялила пуховик. ""Неть!"" — пропыхтела я из-под большого шарфа. И была права.",1
"@i_disappointmen Ты и я, классное отп, да?",1
@ginabryzgalova Да:) но я на 1 ночь,1
"приехали приплыли 
сделала чуваку тест на ВИЧ а он оказался положительным 

я охуела чел охуел врач охуел",0
"Кто знает, как там курс в Эмиратах и вообще?",1
"@rianru Снова ""Россия"". Впридачу к яхте и недаижке Кривоногих еще бухлишка не хватало?",0
каневский делает конфеты из детской смеси,1
"В миру я обычный человек, а на работе я ебаный орущий в себя токсик, потому что я устал и ненавижу почти всех людей на работе",0
@great_knee Какое красивое описание наших любимых питомцев,1
"Я в 2019: Себ ухади дед
Я в 2020: Себ не ухаааааади 😭😭😭😭😭 не бросай глупого хаотик хлебушка 😭😭😭😭😭😭😭",1
"Всем привет, через неделю мне будет 29 и у меня нет кризиса среднего возраста, а вот толстые щёки есть https://t.co/QGjqeHWmpD",0
"Кто лайкнет, тот счастливый человек 🧐👍

#AlwaysProud",1
"@VRSoloviev Обсуди своё моральное состояние с Господом, пока не поздно...",0
@soobini_choi Как можно хейтить такую булочку? 🥺🥺🥺 https://t.co/lsdIvR6R0F,1
Приходи и веселись со мной в #BIGOLIVE .https://t.co/oeUF9EB46E,1
Вот теперь так легко почему-то,1
@unimls ХАХАХАХАХАХХААХА,1
сидим в классе три человека пох на замены нам лень идти,0
скучно/нечего делать – иду делать домашку вот дожили,0
@OhikoYami назло и в противовес делают что?,0
@deyadei Мой крааааш,1
@bonimashtak @tvrain Историк недоделанный)) https://t.co/UxNiW1BQlJ,0
"хотели отправить меня на ЛФК и я бы конечно пошла,но моя нога,боюсь,не выживет",0
@wwandderer я во время месячных,0
"@captlocksley намджун там по-моему даже не один раз пытался что-то сломать х))
чигуки да, как влюбленные подростки))",1
@nnnnnettti я очень сильно хочу взаимодействовать👉🏻👈🏻🥺,1
выключила свет в комнате чтобы родители не видели как я плачу🧎‍♀️,0
я такая тупенькая 🙄,0
@liksa_im хороший тренер получился бы)) а главное опыт есть,1
"@BatterSN_FL @melanholl__keks Я прекрасно понимаю, только вот ты к сожалению не понимаешь в чем разница между гейфоном и говном",0
"@EBergenssson Это настолько чудовищно, что даже не верится...",0
@pixiearina умница!!!!!,1
"@mrriinaa я сама была в шоке, что он старше меня на год",0
@olga_steshits такое солнышко 😊,1
"зачем мне спичка????
чтоб зажечь огонь в твоих глазах )))",1
80 семей получили подарке на праздник Симхат Тора! https://t.co/n6Z0JGoPZA,1
"@_pizzabol Когда доебываются до меня на пустом месте, например когда я написала что нельзя судить Америку по США, такое кококо началось",0
кстати лия такая хорошая,1
"По ощущениям хочу сдохнуть. Надеюсь, что настолько физически хуевое состояние лишь кратковременно.",0
@em0_okapusta @kakovo_hrena Похуй после шутки про зоопарк которую он лайкнул мне ничего не страшно,0
посмотрела видос одногруппницы с Ульяновска с ее парнем и иду плакать,0
@AmGayStopp Вау,1
"вся питерская тусовка: снимает дохуячасовой реакт про один и тот же ролик
я: 😐 я посмотрю все https://t.co/qdytZFDeEX",0
@karin_karin_b Первый SE в руках мотивирует прям как надо ),1
"Ой бляяя 

Она признается Харви, что она ведьма",0
я заибався,0
@mila_moa кто будет спорить тот лох 🥺🥺🥺,0
"@velocitygd автомобили не крадут, а угоняют, пиши правильно, пожалуйста",0
@altantuya_t Хаха,1
"@zmaxims @ebatushka присоединяюсь, и мне тоже любопытно)",1
На улице ещё светло а я уже еду домой боже кайф дааааа,1
@KukuruzaLeon Почти всегда так😅,1
@acosaatcijata_ @VorrennN @biochemist80 @Fritcz Ахаха дааа 100%...,1
хорошо мой павелитель 🙏🏻 https://t.co/pNYA8ucoYw,1
"@Sakura__sempai конечно есть 🥺 удивительно, что только на третьем..",0
пока мой рекорд #Kingsraid https://t.co/UvkNohYzZQ,1
"@maslakovaleksey Хорошечно же 😏
Привет, Лёш 🤗",1
@heyrhage ааааа ты такая бубуся!!😭🤲💞💞💞 https://t.co/AzPKHSeDjI,1
"@BTS_inBarcelona @BTS_twt тяжко,когда собрался в Испанию и нихрена не шаришь в испанском",0
@NoFear_NoFair попытка изнасилования гг? даже если это была шутка она отвратная. шутки про бдсм и постоянные шутки про секс?,0
"Помните я ныла что шарлотка подгорела
Вот с тех пор я фигачу их каждый день такое ощущение что работаю в пекарне ахахахах",1
"@godeye_ua А заживо сгоревших, не вернуть! И виновные в гибели людей,-- не найдены!",0
"Купил себе прикольные текстовыделители, а сестра вынесла мозг за потраченные (МОИ) деньги 👍 Теперь чувствую себя хуево.",0
"Тьфу, я опять в макнэху влюбилась 😅",1
тупая плита не хочет варить мой чачжанмен,0
"@senyushkin61 ""Копеечные проекты никому не нужны - с них красть нечего. Это аксиома нашей действительности.""
https://t.co/26SPbKJz4y",0
"@MSelmag Надеюсь, вы в порядке!

Спасибо, её быстро отпустило)",1
ладно я в спам,0
@xingdaelous ДА,1
смотрю видео маленьких котиков в инстаграме,1
кто ты что ты за хуйня кто тебя сотворил зачем для чего https://t.co/EodTbTahhR,0
Пресняков и Подольская стали родителями во второй раз https://t.co/LQiezrI9eM,1
@kazakkvl @vik_kont Бог простит ... и я прощаю!,1
пж крольчата вкусно кушают &amp; отдыхают это сделало моё утро лучше ( https://t.co/Aj9l9HIFO0,1
"Повторюсь, как личность его уважаю. Но синих за рулём нужно наказывать жестко, вплоть до лишения прав на всю жизнь. https://t.co/VJ5O6P4bS4",0
"@yachrisblyat чан рыдает, только по причине что у него беды с сэлкой",0
@d1scoqueen Ааааа это так красиво 😍😍 у тебя очень приятный голос ❤,1
"Я приехал к оливии поздравить её с др, я так её давно не видел QQ",1
"Ой, красивое число https://t.co/PwE5DOxiKh",1
@sakmarius в этот раз занесла себе в календарь заметку и попросила подругу напомнить 😃,1
"@ruspopstruggle Скучно, неприятно, нелепо. 3/10 и то троечка за старания🤷🏼‍♀️",0
@boomhelb леха ты лучшая как от тебя отписаться то вообще можно,1
"кажется я простыла...🤦🏻‍♀️
последний раз болела в январе
надеюсь тут не серьёзно",0
"@aline_cherniere @dimakorovnikov @valeratomchish2 @alyonapopova @navalny А непристижные дают деньгами, да",1
"Мой муж покупает мне сейчас краску для волос , это так мило ☺️",1
"@witchdorm Ну
Если уж сожру, то всю тебя, так что...",0
И главное это персонаж бывает такой булочкой🦦🥺,1
@hello_g_u_ys моё уважение,1
"@SchweigerdtAlex @SERG__ROTENBERG И сбежать нельзя!!! Вот сволочи, не пускают потенциального заразчика среди людей погулять.",0
"@ntvru Воюя за свои меркантильные интересы, забыв о погибшем, Закон решили пустить в расход. Суки. Все.",0
"@ktotozhivoy вот лезть к парням что они геи любят кстати англошипперы мошера
так что эта полиция нравов лучше бы за своими следила",0
"""я лучше в одиночестве сдохну чем с тобой буду"" 

👍👍👍👍👍👍👍👍👍",0
Ой дитё ты мое любимое https://t.co/vJ6q1u7Uym,1
Коротко о моих вокальных данных https://t.co/l4h0kWSm4o,1
На душе сразу стало теплее,1
О ща будет 1600 твитов!!!,1
@SwisssTalk @ljuka0312 Верите ли вы самой лживой суке расеянского пропагандонства??? Вы серьезно???? https://t.co/uUi7aMT4Mv,0
"#феминизм
Какие же вы ничтожны сами по себе. Вы за идею, а отстоять её не можете. Конец прикола https://t.co/hLg2VVpBg6",0
я думала что когда наконец-то закажу себе очки у меня перестанут всплывать такие казусы но оказалось что проблема в том что я тупая,0
@KOOBlBOO @mariaizpechi ИДИ😡😡,0
"ах твиттер ивана урганта, а ведь всё так хорошо начиналось, но мы всё потеряли https://t.co/3fQzwpuWFT",0
"@Goodz_A @IgorDzhus я не понимаю, ты на полном серьезе пытаешься тягаться со мной своим тупым юмором? очнись))",0
10 лямов я в ахуе мы кто,0
сегодня Всероссийский день трезвости))))),1
@Mynaylu ОООО я там была но мне не понравилось я нашла виде с лип арми тикток и обосралась,0
День удался https://t.co/UtQTgRIMZx,1
"@tiredmrklv ууууу, спасибо)))💕",1
Ну ты трепач,0
"@doppio_loves_u Ой ой боже , 
Ты милый🥺💜💜💜",1
"Накануне 19го дня рождения окунаюсь в пору своего 15-16ти летия, когда была помешана на аниме
Оххх
Кажется конец года будет классным",1
@san_tobio Работаю с 3((,0
@Kayrin_art Лучшее среди лучших🥺❤️,1
18 градусов я либо упаду на улице либо упаду в помещении,0
@yuqi_or_queen Мило 🌼,1
"Так, я не поняла, что за двусмысленный текст?? https://t.co/u1KuSFSQ23",0
Жена Николаева нагрубила подписчикам из-за сравнения с Королевой https://t.co/dtvttkpk7Z,0
@_levuwu_ что самое обидное выпуск хороший интересный информативный но блять из-за неприятных шуток было так мерзко смотреть,0
@wsratyu Ты заебал постить красивых мужиков...,0
"@fedorfedorow Блять, в первом тайме обыграли? Клоуны, вы будете смотреть дату твита?",0
@Odnataka_Ya Весело однако),1
бля вставать через три часа 🗿,0
@moldovski_ А можно никак,0
@Arseny_Petrov Второе дерби подряд уже играют похуистически,0
@AlexElistratov Это другое),1
у меня сейчас олимпиада будет🙂 пиздец🙂,0
"@YeosangKngg у меня буквально пустая галерея, sorry.",1
@25K1LL дабдабдаб я уже почекала 👁️👅👁️,0
@gdesigi А пердеть зачем?🚬,0
@Protivizam1 хахахахаххаха😂🤣🤣🤣🤣🤣🤣,1
"@felixbondarev Но ведь... если самолёт поднялся в воздух насовсем, это значит, что он никогда не приземлился... Никогда.",0
@hahahakillmehah бедная 😭,0
"@alimansarov Дааа!
Отец учил водить эту махину.",1
"Как реагировать на то, что человек мне признался что я его заебала? https://t.co/SG3lWKiQWb",0
@stragerks Зато лучший😔🤲🏻,1
@kthhwa звучит клёво :(,1
@yellingbun @cucogodfather АХАХХАХА ТОЖЕ СГОДЯТСЯ,1
"@Poli_BTS Доброе💓
Хорошего дня 🥤🍩",1
@BettyBoo_rus Надо тоже надоедать начать) Спасибо за информацию,1
"а это просто любимый блогер с 2016....
боюсь представить, что буду чувствовать, если кто-то из любимых арТистОв умрет..............",0
@pink__dick и быть не выспавшейся? (,0
@niyoonn Будь здорова 🥺,1
то как я ненавижу премии,0
"Хочу начать чаще выкладывать свои фото, но самооценка в последнее время ни к селу ни к городу.",0
@Zhanna_vkook С Днём Рождения! 🍰✨ Пусть каждый день приносит все больше радости и приятных эмоций 👐🏻💓,1
@cynicarea Паразиты! Они запаланили нашу планету!,0
@tameyourdem0ns Буду рада :3,1
@hope_hoyaa Гуд морнинг онни,1
"@kwrvsxriley у меня одна скрепка, а у тебя две, круто выглядит",1
я в любви https://t.co/DCN2D3j2Xr,1
@Pr_McCoy вот скорее всего) но красивооо,1
"@Orange_pnz но вообще оно того стоит, самый вменяемый паблик, в гасе все же 50% комментаторов либо мрази, либо идиоты",0
Люцифер кстати не оч. Я ничего не поняла из линии Хлои. Типа.... что?,0
@Arinazam88 ну и красопетки 🥰,1
"@tata_and_cook Утро, пойти погулять 🤪",1
"@sofi_ab_ Какая бы у тебя не была оформа, я никогда не перестану тебя любить 🤗💗💗💗",1
эээ нет мне не нравится сделайте вид что я не появлялась,0
"Я чёт подсела на музыку Bea Miller. feel something - послушайте этот трек, он шикарный.",1
"@14eurobaza американская подстилка.
и эта, как ее, огайо",0
@soulmatesalien Господи как же я люблю это видео от него такое спокойствие и столько любви❤️,1
"@typoe09 аа, удачи досмотреть нормально клип и не забыть как дышать !!",1
@hallo_legushko Я отправила в группу для ау ТИПО СМОТРИТЕ У МЕНЯ ЕСТЬ МАЛЕНЬКИЕ ВИХОУПЫ ДАВАЙТЕ ЛУЧШЕ ИХ,1
@dayyatyan НЕ ЗА ЧТО!!! ТЫ СО ВСЕМ СПРАВИШЬСЯ ВСЕХ ПЕРЕИГРАЕШЛ И БУДЕШЬ СЧАСТЛИВА ✊✊✊,1
@wtfisdisshiit Нееееет мило,1
хотя знаете да я их понимаю,1
люблю джифренд 😭😭,1
Смотрите цветочки 👉👈 https://t.co/1OcIB6sLKj,1
"@skripsonford ок,избавлю твои твиты от своих комментариев",0
"Когда в новостях пишут, что многодетная семья живёт в подвале или что-то в этом духе, у меня всегда возникает один и тот же вопрос...",0
опять реветь? Опять реветь. https://t.co/mCsUyWSmxA,0
"Просто
Сравните 
Рисовку
Аниме
И
Манги

Футамата гений но тот кто рисовал аниме явно был богом https://t.co/WJSHGBCkbM",1
@rentvchannel Ебнутые,0
да сладкий я тоже считаю что уведомление от спотифая очень интересное https://t.co/AdprbqqmJ0,1
@justdimplee Ты что творишь--- 🥺🥺🥺,0
Ночные мысли: эх ща бы винишко да сыр с медом,1
"@lenivaya_zepka У тебя слёзы на глазах, у него – целый горизонт
Не плачь, прошу, я тоже не вывожу",0
Уже всех заебала чеееек,0
@legendarygelato Да. 🥺❤️❤️❤️❤️❤️,1
"Джису украла мое сердце конец твита

#JISOO https://t.co/JsHl2DDEnZ",1
@BTS_twt ЛЮБЛВЬ МОЯ ЛЮБЛЮ ЛЮБЛЮ ЛЮБЛЮ ЛЮБЛЮ ЛЮБЛЮ Я ТЕБЯ ЛЮБЛЮЮЮЮЮЮЮЮЮ ПОАОВРАОАОАОА 😭🥺🥺❤️,1
@mellyonne о дааа,1
хотя идите ка нахуй захочу буду хард стэнкой,0
"Блять завтра опять в шарагу 
https://t.co/oXq6xGPe8O",0
"@novaya_gazeta надеюсь, с ней все будет хорошо.",1
я не хочуууу,0
"Дико обожаю пастилу
..иии вот что я купила✨✨✨ https://t.co/EaBKbd8YHW",1
@ZippinkC @lenny_lanzz ПЛАЧУ,0
Absolu – аромат просто роскошный https://t.co/AMqVRXLOEi,1
"@juliegagi Как та её вообще заметила, если не замечала, все это за своим ебырем",0
@bolisova_irina @i_korotchenko Ещё одна истеричка-Коротченко.🙄,0
@inzhuvatkina @XLeBa Мне пофиг обычно на всех. Но блин это обидное обвинение от близкого человека,0
"все, я не могу так жить, я буду спать ночью, а не днём",0
Больно любить человека который не любит тебя.,0
"@___kolobok___ @olga_pleteneva Не умничай, тебе это не идёт 😉😂",0
@SvobodaRadio Глупости не несите: хомячки-навальнята и так хорошо известны тем кому следует. Учителей к тому привлекать никакой нужды.,0
@yoursungshine малышка спи сладко ❤,1
"@leon_elk Как бы очистился воздух в стране, если б всех этих паразитов отправили валить лес...",0
"@yoonyoonyi кек, при том что я выше большинства знакомых. но рядом с МХ была бы самой миниатюрной",1
"Я вспоминаю одноклассников в лицее и не понимаю, что я сделала, чтобы ко мне относились так.",0
пиздец,0
@slvchv Успехи!,1
Как же я блять ненавижу хинату честное слово сколько лет прошло уже,0
"у меня крыша едет, а ты просто добиваешь меня ещё",0
"@kristinaboyar Это самый патриотический текст, который я читал в интернете, и это в хорошем смысле слова",1
@demidovargmu Мне очень приятно что мои куколки Вам нравятся)) спасибо за эти слова! Они очень вдохновляют🤗,1
БЛЯТЬ ОРУ ОНА ЛУЧШАЯ А СЭРОЙ ДУНДУК https://t.co/xGU0yzQQgu,1
@cave214 @DeHergestelltin Годное фото 👍,1
@vihoba ЕГО НОС!!!!!! ВСЕ СМОТРИТЕ НА ПРОФИЛЬ ЧИМИНА НОС ЧИМИНА ЭТО ИСКУССТВО!!!!!!!!!!!,1
"первый и последний раз, когда моя фамилия куда-то удачно вписалась, кроме инсты https://t.co/esqD3HSMLz",1
"@korolevapavukou Хэээй, я бы делал :с Ещё и вкусняхи приносил :сс",1
БЛЯТЬ ДА ПОЧЕМУ ДЛЯ ВАС ТАК ВАЖНО ЧТОБЫ ЧОН ИСПОЛНЯЛ «С ОТКРЫТОЙ ГРУДЬЮ» ВЫ ОСОЗНАЕТЕ ПОСЫЛ ПЕСНИ??? https://t.co/IOR5k6h8V2,0
наглая и раздражающая женщина,0
"@aku_one_love хех, хорошо",1
@Susanoo51489064 ВХВХВХ,1
@babababebebeba закрытка мб кого-нибудь пущу😊,1
Да как блять пользоваться этой левой рукой...,0
"концепт пить вино в одиночестве ночью на кухне, сидя в компьютерном кресле, укутавшись в плед, слушать pet cheetah и ничего не чувствовать.",0
"@kolobokushka Сынки, ваши уже были, всё забрали
(скопизвижжено из комментов)",0
"@disap_pear_fuck АХАХ кстати оригинально он вообще по плечи был, однако вчера вечером я чёт такой «почему бы и нет»",1
"ещё забавнее когда вы бежите с вилами спорить со мной и доказывать что я тупая когда такое мнение
ну
знаете
ТОЛЬКО БЛЯТЬ У МЕНЯ?????",0
@call_me_forest_ люблю подбадривать!🤡,1
Класс.......спасибо за доставку  Galaxy Buds BTS в Украину....поиски папика отменятся https://t.co/iKmT7L397x,1
@sergeygrey На это можно смотреть вечно,1
"""сижу как большой"" (с)

уже кто-то делал тред ""Ярослав Баярунас как Дэвид Теннант, не умеющий сидеть на стульях""?",0
@Elena40793944 И то правда!!!! Улыбаемся во весь рот!!! 🤣 https://t.co/ZambdlSvbk,1
Это победа. Суд признал карантин в Украине введён незаконно. https://t.co/b6IKTIxNqI через @YouTube,1
@nononofame Это низко конечно! Не делай так больше 😂😂😂,1
"Нормально жить
Прочитать тяжёлый в психологическом плане фф
Словить тревогу
Ходить весь день терпя боль 
Начать пить успокоительное 👍👍👍",0
@The_Gimmy Но выглядит же ужасно,0
"@dddddied @persona184 Не, ребят,  я конечно все понимаю, но этого я не понимаю 🗿 https://t.co/K73WVzYbZ0",0
Милый мальчик https://t.co/exLq9SAbLq,1
@K_is_Kassandra выглядит все равно по-райски...,1
"@berkovapussia У каждого свое. В Чечне голову отрезают, в Питере сразу на куски и по мешкам.",0
"мама сказала, что у меня ушла жопа, но как может уйти то, чего не было...",0
Я так думаю новая ссрп Кирико не за горами подкоплю на нее,1
@USEmbBy @vits2014 Умылись сеча с путой ? !,0
ахах мне стоит убить себя сейчас или после того как я извинюсь и всё расскажу им?),0
В лесах Подмосковья продолжаются санитарно-оздоровительные мероприятия https://t.co/KlIa8awVfy,1
блять я все проспала,0
"@govniha я люблю рэдди, к стэнбро нейтральна)",1
"@svaliblyat 👉👈🧡
Тык в тебя сердечком",1
@wetal1234 Это смежные диванные профессии..,0
ура историк снова ушел в рассказы о кладбищах 😗✌🏻😋,1
@atheist_blog_vk ну и нахрена эти левые фотки?,0
"А она потом такая:""Я не выспалась, перезвони через час"" 🙄",0
@TXT_members Люблю,1
я захожу в тик ток только ради димы ермузевича,1
@Lulla_____by `УХОДИШЬ ? НУ И ПЫЗДУЙ,0
"@chertovka00 @merry_dancersss @pterodactils @anglushchenko Что значит ""портит""? Оно для этого предназначено. Не только тискать.",0
я смотрела на эту фотку минут 6 и не могла понять кто это......... потом по футболке поняла что Джехен https://t.co/E81BMvN7u1,1
"@Horni_Nation ох, солнышко 🥺🥺🥺💜💜🌸💫 зарисовка прекрасна, я бы хотел прочитать это 🥺🥺🥺💜🌸💫",1
@bvvcrow сказочных сновидений 💙✨,1
"Я: пишу твит как меня бесит ебаное имя Туся
Также я: меняю имя в тви на Туся через сутки",0
"#NedCem""Чтобы не случилось, Я и ТЫ. Мы спасем друг друга..."" если это пустые слова...то это просто 🙅💔 https://t.co/cokruCUolM",1
@clownalcoholic Честно. Из-за Маликова @DmitryMalikov 😌,1
